,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
782,Alice had been looking over his shoulder with some curiosity.,alice had been looking over his shoulder with some curiosity.,61,0.0,0.0,-0.7644368410110474
783,`What a funny watch!','what a funny watch!',21,0.4926,0.3125,0.9997595548629761
784,she remarked.,she remarked.,13,0.0,0.0,0.99784916639328
785,"`It tells the day of the
month, and doesn't tell what o'clock it is!'","'it tells the day of the month, and does not tell what of the clock it is!'",69,0.0,0.0,-0.9994587302207947
786,`Why should it?','why should it?',16,0.0,0.0,-0.9986523389816284
787,muttered the Hatter.,muttered the hatter.,20,0.0,0.0,-0.9752688407897949
788,"`Does YOUR watch tell
you what year it is?'",'does your watch tell you what year it is?',43,0.0,0.0,-0.9893336296081543
789,"`Of course not,' Alice replied very readily:  `but that's
because it stays the same year for such a long time together.'","'of course not,' alice replied very readily: 'but that is because it stays the same year for such a long time together.'",120,0.0,0.052500000000000005,0.951353907585144
790,"`Which is just the case with MINE,' said the Hatter.","'which is just the case with mine,' said the hatter.",52,0.0,0.0,0.9891554117202759
791,Alice felt dreadfully puzzled.,alice felt dreadfully puzzled.,30,-0.6597,-1.0,-0.9981682300567627
792,"The Hatter's remark seemed to
have no sort of meaning in it, and yet it was certainly English.","the hatter's remark seemed to have no sort of meaning in it, and yet it was certainly english.",94,0.0516,0.0,-0.9892354607582092
793,"`I don't quite understand you,' she said, as politely as she
could.","'i do not quite understand you,' she said, as politely as she could.",67,0.0,0.0,-0.9979121685028076
794,"`The Dormouse is asleep again,' said the Hatter, and he poured
a little hot tea upon its nose.","'the dormouse is asleep again,' said the hatter, and he poured a little hot tea upon its nose.",94,0.0,0.03125,-0.984279215335846
795,"The Dormouse shook its head impatiently, and said, without
opening its eyes, `Of course, of course; just what I was going to
remark myself.'","the dormouse shook its head impatiently, and said, without opening its eyes, 'of course, of course; just what i was going to remark myself.'",140,-0.4767,-0.2,-0.9114015102386475
796,`Have you guessed the riddle yet?','have you guessed the riddle yet?',34,0.0,0.0,-0.987436830997467
797,"the Hatter said, turning to
Alice again.","the hatter said, turning to alice again.",40,0.0,0.0,0.9960853457450867
798,"`No, I give it up,' Alice replied:  `what's the answer?'","'no, i give it up,' alice replied: 'what is the answer?'",56,0.0,0.0,-0.9912197589874268
799,"`I haven't the slightest idea,' said the Hatter.","'i have not the slightest idea,' said the hatter.",48,0.0,0.0,-0.9989811182022095
800,"`Nor I,' said the March Hare.","'nor i,' said the march hare.",29,0.0,0.0,-0.9918644428253174
801,Alice sighed wearily.,alice sighed wearily.,21,0.0,0.0,-0.9990976452827454
802,"`I think you might do something better
with the time,' she said, `than waste it in asking riddles that
have no answers.'","'i think you might do something better with the time,' she said, 'than waste it in asking riddles that have no answers.'",120,-0.2732,0.15,-0.9997460246086121
803,"`If you knew Time as well as I do,' said the Hatter, `you
wouldn't talk about wasting IT.","if you knew time as well as i do,' said the hatter, 'you would not talk about wasting it.",89,0.52,0.0,0.9947030544281006
804,It's HIM.',it is him.,10,0.0,0.0,0.9986293315887451
805,"`I don't know what you mean,' said Alice.","'i do not know what you mean,' said alice.",41,0.0,-0.3125,-0.9989511966705322
806,`Of course you don't!','of course you do not!',22,0.0,0.0,-0.9650341272354126
807,"the Hatter said, tossing his head
contemptuously.","the hatter said, tossing his head contemptuously.",49,-0.5267,0.0,-0.9979535937309265
808,`I dare say you never even spoke to Time!','i dare say you never even spoke to time!',42,0.0,0.0,-0.9971317648887634
809,"`Perhaps not,' Alice cautiously replied:  `but I know I have to
beat time when I learn music.'","'perhaps not,' alice cautiously replied: 'but i know i have to beat time when i learn music.'",94,0.0,0.0,-0.9825353026390076
810,`Ah!,ah!,4,0.0,0.0,0.9921228289604187
811,"that accounts for it,' said the Hatter.","that accounts for it,' said the hatter.",39,0.0,0.0,0.9984472393989563
812,"`He won't stand
beating.",he will not stand beating.,24,0.357,0.0,-0.9947070479393005
813,"Now, if you only kept on good terms with him, he'd do
almost anything you liked with the clock.","now, if you only kept on good terms with him, he would do almost anything you liked with the clock.",95,0.6637,0.4333333333333333,-0.6797776818275452
814,"For instance, suppose
it were nine o'clock in the morning, just time to begin lessons:
you'd only have to whisper a hint to Time, and round goes the
clock in a twinkling!","for instance, suppose it were nine of the clock in the morning, just time to begin lessons: you would only have to whisper a hint to time, and round goes the clock in a twinkling!",170,0.0,-0.125,0.9903014898300171
815,"Half-past one, time for dinner!'","half-past one, time for dinner!",32,0.0,0.0,0.5581119656562805
816,"(`I only wish it was,' the March Hare said to itself in a
whisper.)","('i only wish it was,' the march hare said to itself in a whisper.)",67,0.4019,0.0,-0.9527809023857117
817,"`That would be grand, certainly,' said Alice thoughtfully:
`but then--I shouldn't be hungry for it, you know.'","'that would be grand, certainly,' said alice thoughtfully: 'but then--i should not be hungry for it, you know.'",110,0.5499,0.37142857142857144,0.9883208870887756
818,"`Not at first, perhaps,' said the Hatter:  `but you could keep
it to half-past one as long as you liked.'","'not at first, perhaps,' said the hatter: 'but you could keep it to half-past one as long as you liked.'",105,0.5719,0.26666666666666666,-0.9890370965003967
819,`Is that the way YOU manage?','is that the way you manage?',29,0.0,0.0,0.9985839128494263
820,Alice asked.,alice asked.,12,0.0,0.0,0.9397737383842468
821,The Hatter shook his head mournfully.,the hatter shook his head mournfully.,37,-0.4767,0.0,-0.9979833364486694
822,`Not I!','not i!',8,0.0,0.0,-0.999032735824585
823,he replied.,he replied.,11,0.0,0.0,0.9894325137138367
824,"`We quarrelled last March--just before HE went mad, you know--'
(pointing with his tea spoon at the March Hare,) `--it was at the
great concert given by the Queen of Hearts, and I had to sing

            ""Twinkle, twinkle, little bat!","we quarrelled last march--just before he went mad, you know--' (pointing with his tea spoon at the march hare,) '--it was at the great concert given by the queen of hearts, and i had to sing ""twinkle, twinkle, little bat!",235,0.7574,-0.014843749999999989,0.8117323517799377
825,"How I wonder what you're at!""",how i wonder what you are at!,29,0.0,0.0,0.9995855689048767
826,"You know the song, perhaps?'","you know the song, perhaps?",28,0.0,0.0,-0.904283881187439
827,"`I've heard something like it,' said Alice.","'i have heard something like it,' said alice.",43,0.3612,0.0,0.9990655779838562
828,"`It goes on, you know,' the Hatter continued, `in this way:--

            ""Up above the world you fly,
            Like a tea-tray in the sky.","it goes on, you know,' the hatter continued, 'in this way:-- ""up above the world you fly, like a tea-tray in the sky.",143,0.3612,0.4,0.9961472749710083
829,"Twinkle, twinkle--""'

Here the Dormouse shook itself, and began singing in its sleep
`Twinkle, twinkle, twinkle, twinkle--' and went on so long that
they had to pinch it to make it stop.","twinkle, twinkle--""' here the dormouse shook itself, and began singing in its sleep 'twinkle, twinkle, twinkle, twinkle--' and went on so long that they had to pinch it to make it stop.",186,-0.3818,-0.05,-0.9827370643615723
830,"`Well, I'd hardly finished the first verse,' said the Hatter,
`when the Queen jumped up and bawled out, ""He's murdering the
time!","well, i would hardly finished the first verse,' said the hatter, 'when the queen jumped up and bawled out, ""he is murdering the time!",129,-0.5411,0.010416666666666657,-0.9994798302650452
831,"Off with his head!""'","off with his head!""",20,0.0,0.0,-0.9952468276023865
832,`How dreadfully savage!','how dreadfully savage!',24,-0.7901,-1.0,-0.9977133870124817
833,exclaimed Alice.,exclaimed alice.,16,0.0,0.0,0.9993664026260376
834,"`And ever since that,' the Hatter went on in a mournful tone,
`he won't do a thing I ask!","and ever since that,' the hatter went on in a mournful tone, 'he will not do a thing i ask!",89,-0.4389,0.0,-0.9992164373397827
835,It's always six o'clock now.',it is always six of the clock now.,29,0.0,0.0,-0.768542468547821
836,A bright idea came into Alice's head.,a bright idea came into alice's head.,37,0.4404,0.7000000000000001,0.9970781207084656
837,"`Is that the reason so
many tea-things are put out here?'",'is that the reason so many tea-things are put out here?',57,0.0,0.5,-0.9966152906417847
838,she asked.,she asked.,10,0.0,0.0,0.8982753753662109
839,"`Yes, that's it,' said the Hatter with a sigh:  `it's always
tea-time, and we've no time to wash the things between whiles.'","'yes, that is it,' said the hatter with a sigh: 'it is always tea-time, and we have no time to wash the things between whiles.'",124,0.1531,0.0,-0.9125975966453552
840,"`Then you keep moving round, I suppose?'","'then you keep moving round, i suppose?'",40,0.0,-0.2,0.9952157139778137
841,said Alice.,said alice.,11,0.0,0.0,0.9945982098579407
842,"`Exactly so,' said the Hatter:  `as the things get used up.'","'exactly so,' said the hatter: 'as the things get used up.'",60,0.0,0.25,-0.994728684425354
843,`But what happens when you come to the beginning again?','but what happens when you come to the beginning again?',56,0.0,0.0,-0.9956842660903931
844,"Alice
ventured to ask.",alice ventured to ask.,22,0.0,0.0,0.9724563360214233
845,"`Suppose we change the subject,' the March Hare interrupted,
yawning.","'suppose we change the subject,' the march hare interrupted, yawning.",69,-0.296,-0.16666666666666666,-0.9990530014038086
846,`I'm getting tired of this.,i am getting tired of this.,27,-0.4404,-0.4,-0.9997550845146179
847,"I vote the young lady
tells us a story.'",i vote the young lady tells us a story.,40,0.0,0.1,0.9994807243347168
848,"`I'm afraid I don't know one,' said Alice, rather alarmed at
the proposal.","'i am afraid i do not know one,' said alice, rather alarmed at the proposal.",74,-0.34,-0.6,-0.9972556829452515
849,`Then the Dormouse shall!','then the dormouse shall!',26,0.0,0.0,0.9832556843757629
850,they both cried.,they both cried.,16,-0.3818,0.0,-0.8976861834526062
851,"`Wake up,
Dormouse!'","'wake up, dormouse!'",20,0.0,0.0,0.9926689863204956
852,And they pinched it on both sides at once.,and they pinched it on both sides at once.,42,0.0,0.0,-0.9546766877174377
853,The Dormouse slowly opened his eyes.,the dormouse slowly opened his eyes.,36,0.0,-0.30000000000000004,0.9916472434997559
854,"`I wasn't asleep,' he
said in a hoarse, feeble voice:  `I heard every word you fellows
were saying.'","'i was not asleep,' he said in a hoarse, feeble voice: 'i heard every word you fellows were saying.'",100,-0.296,-0.5,-0.978402853012085
855,`Tell us a story!','tell us a story!',18,0.0,0.0,0.9996803402900696
856,said the March Hare.,said the march hare.,20,0.0,0.0,0.9608919024467468
857,"`Yes, please do!'","'yes, please do!'",17,0.6476,0.0,0.9997434616088867
858,pleaded Alice.,pleaded alice.,14,0.0,0.0,-0.8160821199417114
859,"`And be quick about it,' added the Hatter, `or you'll be asleep
again before it's done.'","'and be quick about it,' added the hatter, 'or you will be asleep again before it is done.'",88,0.0,0.3333333333333333,-0.9992986917495728
860,"`Once upon a time there were three little sisters,' the
Dormouse began in a great hurry; `and their names were Elsie,
Lacie, and Tillie; and they lived at the bottom of a well--'

  `What did they live on?'","'once upon a time there were three little sisters,' the dormouse began in a great hurry; 'and their names were elsie, lacie, and tillie; and they lived at the bottom of a well--' 'what did they live on?'",206,0.7351,0.24962121212121213,-0.9909772872924805
861,"said Alice, who always took a great
interest in questions of eating and drinking.","said alice, who always took a great interest in questions of eating and drinking.",81,0.7964,0.8,0.9989746809005737
862,"`They lived on treacle,' said the Dormouse, after thinking a
minute or two.","'they lived on treacle,' said the dormouse, after thinking a minute or two.",75,0.0,0.0,-0.995633065700531
863,"`They couldn't have done that, you know,' Alice gently
remarked; `they'd have been ill.'

  `So they were,' said the Dormouse; `VERY ill.'

  Alice tried to fancy to herself what such an extraordinary ways
of living would be like, but it puzzled her too much, so she went
on:  `But why did they live at the bottom of a well?'","'they could not have done that, you know,' alice gently remarked; 'they would have been ill.' 'so they were,' said the dormouse; 'very ill.' alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: 'but why did they live at the bottom of a well?'",325,0.1036,-0.04004329004329005,-0.9970560669898987
864,"`Take some more tea,' the March Hare said to Alice, very
earnestly.","'take some more tea,' the march hare said to alice, very earnestly.",67,0.0,0.35,0.9988234043121338
865,"`I've had nothing yet,' Alice replied in an offended tone, `so
I can't take more.'","'i have had nothing yet,' alice replied in an offended tone, 'so i cannot take more.'",82,-0.25,0.5,-0.9971088171005249
866,"`You mean you can't take LESS,' said the Hatter:  `it's very
easy to take MORE than nothing.'","'you mean you cannot take less,' said the hatter: 'it is very easy to take more than nothing.'",93,0.4927,0.14604166666666668,0.5892192721366882
867,"`Nobody asked YOUR opinion,' said Alice.","'nobody asked your opinion,' said alice.",40,0.0,0.0,-0.9868819117546082
868,`Who's making personal remarks now?','who is making personal remarks now?',36,0.0,0.0,-0.9963396787643433
869,"the Hatter asked
triumphantly.",the hatter asked triumphantly.,30,0.5106,0.0,0.9996180534362793
870,"Alice did not quite know what to say to this:  so she helped
herself to some tea and bread-and-butter, and then turned to the
Dormouse, and repeated her question.","alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the dormouse, and repeated her question.",162,0.0,0.0,-0.998214066028595
871,"`Why did they live at the
bottom of a well?'",'why did they live at the bottom of a well?',44,0.2732,0.13636363636363635,-0.9989023208618164
872,"The Dormouse again took a minute or two to think about it, and
then said, `It was a treacle-well.'","the dormouse again took a minute or two to think about it, and then said, 'it was a treacle-well.'",98,0.0,0.0,-0.9423550367355347
873,`There's no such thing!','there is no such thing!',24,-0.3595,0.0,0.8327353596687317
874,"Alice was beginning very angrily, but
the Hatter and the March Hare went `Sh!","alice was beginning very angrily, but the hatter and the march hare went 'sh!",77,-0.3266,-0.8125,-0.9930945038795471
875,sh!',sh!,4,0.0,0.0,0.7082218527793884
876,"and the Dormouse
sulkily remarked, `If you can't be civil, you'd better finish the
story for yourself.'","and the dormouse sulkily remarked, 'if you cannot be civil, you would better finish the story for yourself.'",103,0.4404,0.5,-0.9889212250709534
877,"`No, please go on!'","'no, please go on!'",19,0.3802,0.0,-0.9775062799453735
878,"Alice said very humbly; `I won't interrupt
again.",alice said very humbly; 'i will not interrupt again.,49,0.2584,-0.26,0.9979646801948547
879,I dare say there may be ONE.',i dare say there may be one.,29,0.0,0.0,-0.9703748822212219
880,"`One, indeed!'","'one, indeed!'",14,0.0,0.0,0.9992899894714355
881,said the Dormouse indignantly.,said the dormouse indignantly.,30,0.0,0.0,-0.9701065421104431
882,"However, he
consented to go on.","however, he consented to go on.",31,0.0,0.0,0.7292709946632385
883,"`And so these three little sisters--they
were learning to draw, you know--'

  `What did they draw?'","'and so these three little sisters--they were learning to draw, you know--' 'what did they draw?'",100,0.0,-0.1875,-0.9681345820426941
884,"said Alice, quite forgetting her promise.","said alice, quite forgetting her promise.",41,0.3744,0.0,-0.997357964515686
885,"`Treacle,' said the Dormouse, without considering at all this
time.","'treacle,' said the dormouse, without considering at all this time.",67,0.0,0.0,-0.9496062397956848
886,"`I want a clean cup,' interrupted the Hatter:  `let's all move
one place on.'","'i want a clean cup,' interrupted the hatter: 'let us all move one place on.'",77,0.2023,0.3666666666666667,-0.8684424757957458
887,"He moved on as he spoke, and the Dormouse followed him:  the
March Hare moved into the Dormouse's place, and Alice rather
unwillingly took the place of the March Hare.","he moved on as he spoke, and the dormouse followed him: the march hare moved into the dormouse's place, and alice rather unwillingly took the place of the march hare.",167,0.0,0.0,-0.7741145491600037
888,"The Hatter was the
only one who got any advantage from the change:  and Alice was a
good deal worse off than before, as the March Hare had just upset
the milk-jug into his plate.","the hatter was the only one who got any advantage from the change: and alice was a good deal worse off than before, as the march hare had just upset the milk-jug into his plate.",178,-0.2023,0.09999999999999998,-0.9995238780975342
889,"Alice did not wish to offend the Dormouse again, so she began
very cautiously:  `But I don't understand.","alice did not wish to offend the dormouse again, so she began very cautiously: 'but i do not understand.",104,-0.0477,0.2,-0.9928733706474304
890,"Where did they draw
the treacle from?'",where did they draw the treacle from?,38,0.0,0.0,-0.9981876015663147
891,"`You can draw water out of a water-well,' said the Hatter; `so
I should think you could draw treacle out of a treacle-well--eh,
stupid?'","'you can draw water out of a water-well,' said the hatter; 'so i should think you could draw treacle out of a treacle-well--eh, stupid?'",136,-0.5267,-0.7999999999999999,-0.9996073842048645
892,"`But they were IN the well,' Alice said to the Dormouse, not
choosing to notice this last remark.","'but they were in the well,' alice said to the dormouse, not choosing to notice this last remark.",97,0.3919,0.0,-0.7662078142166138
893,"`Of course they were', said the Dormouse; `--well in.'","'of course they were', said the dormouse; '--well in.'",54,0.2732,0.0,0.9962205290794373
894,"This answer so confused poor Alice, that she let the Dormouse
go on for some time without interrupting it.","this answer so confused poor alice, that she let the dormouse go on for some time without interrupting it.",106,-0.6685,-0.4,0.7142093181610107
895,"`They were learning to draw,' the Dormouse went on, yawning and
rubbing its eyes, for it was getting very sleepy; `and they drew
all manner of things--everything that begins with an M--'

  `Why with an M?'","'they were learning to draw,' the dormouse went on, yawning and rubbing its eyes, for it was getting very sleepy; 'and they drew all manner of things--everything that begins with an m--' 'why with an m?'",206,0.0,0.2,-0.9923765659332275
896,said Alice.,said alice.,11,0.0,0.0,0.9945982098579407
897,`Why not?','why not?',10,0.0,0.0,-0.9951261878013611
898,said the March Hare.,said the march hare.,20,0.0,0.0,0.9608919024467468
899,Alice was silent.,alice was silent.,17,0.0,0.0,-0.9686157703399658
900,"The Dormouse had closed its eyes by this time, and was going
off into a doze; but, on being pinched by the Hatter, it woke up
again with a little shriek, and went on:  `--that begins with an
M, such as mouse-traps, and the moon, and memory, and muchness--
you know you say things are ""much of a muchness""--did you ever
see such a thing as a drawing of a muchness?'","the dormouse had closed its eyes by this time, and was going off into a doze; but, on being pinched by the hatter, it woke up again with a little shriek, and went on: '--that begins with an m, such as mouse-traps, and the moon, and memory, and muchness-- you know you say things are ""much of a muchness""--did you ever see such a thing as a drawing of a muchness?'",364,0.0,-0.017499999999999995,-0.9655892848968506
901,"`Really, now you ask me,' said Alice, very much confused, `I
don't think--'

  `Then you shouldn't talk,' said the Hatter.","'really, now you ask me,' said alice, very much confused, 'i do not think--' 'then you should not talk,' said the hatter.",122,-0.3774,-0.1,-0.9987447261810303
902,"This piece of rudeness was more than Alice could bear:  she got
up in great disgust, and walked off; the Dormouse fell asleep
instantly, and neither of the others took the least notice of her
going, though she looked back once or twice, half hoping that
they would call after her:  the last time she saw them, they were
trying to put the Dormouse into the teapot.","this piece of rudeness was more than alice could bear: she got up in great disgust, and walked off; the dormouse fell asleep instantly, and neither of the others took the least notice of her going, though she looked back once or twice, half hoping that they would call after her: the last time she saw them, they were trying to put the dormouse into the teapot.",363,0.128,0.11904761904761905,-0.9997119307518005
903,`At any rate I'll never go THERE again!','at any rate i will never go there again!',40,0.0,0.0,-0.8664529919624329
904,"said Alice as she
picked her way through the wood.",said alice as she picked her way through the wood.,50,0.0,0.0,-0.9463096261024475
905,"`It's the stupidest tea-party I
ever was at in all my life!'",'it is the stupidest tea-party i ever was at in all my life!',60,-0.5707,0.0,-0.9996748566627502
906,"Just as she said this, she noticed that one of the trees had a
door leading right into it.","just as she said this, she noticed that one of the trees had a door leading right into it.",90,0.0,0.2857142857142857,-0.9784033894538879
907,`That's very curious!','that is very curious!',22,0.4376,-0.1625,0.9987869262695312
908,she thought.,she thought.,12,0.0,0.0,0.9933278560638428
909,`But everything's curious today.,'but everything's curious today.,32,0.4497,-0.1,0.9985582828521729
910,I think I may as well go in at once.',i think i may as well go in at once.,37,0.2732,0.0,0.8514392375946045
911,And in she went.,and in she went.,16,0.0,0.0,0.9976581335067749
912,"Once more she found herself in the long hall, and close to the
little glass table.","once more she found herself in the long hall, and close to the little glass table.",82,0.0,0.08750000000000001,0.9894418716430664
913,"`Now, I'll manage better this time,'
she said to herself, and began by taking the little golden key,
and unlocking the door that led into the garden.","'now, i will manage better this time,' she said to herself, and began by taking the little golden key, and unlocking the door that led into the garden.",149,0.4404,0.153125,0.9916805028915405
914,"Then she went
to work nibbling at the mushroom (she had kept a piece of it
in her pocket) till she was about a foot high:  then she walked down
the little passage:  and THEN--she found herself at last in the
beautiful garden, among the bright flower-beds and the cool fountains.","then she went to work nibbling at the mushroom (she had kept a piece of it in her pocket) till she was about a foot high: then she walked down the little passage: and then--she found herself at last in the beautiful garden, among the bright flower-beds and the cool fountains.",278,0.8442,0.2452777777777778,0.9970172643661499
915,"CHAPTER VIII

                   The Queen's Croquet-Ground


  A large rose-tree stood near the entrance of the garden:  the
roses growing on it were white, but there were three gardeners at
it, busily painting them red.","chapter viii the queen's croquet-ground a large rose-tree stood near the entrance of the garden: the roses growing on it were white, but there were three gardeners at it, busily painting them red.",221,0.09,0.08285714285714285,0.8632351160049438
916,"Alice thought this a very curious
thing, and she went nearer to watch them, and just as she came up
to them she heard one of them say, `Look out now, Five!","alice thought this a very curious thing, and she went nearer to watch them, and just as she came up to them she heard one of them say, 'look out now, five!",155,0.4376,-0.1625,0.9946016073226929
917,"Don't go
splashing paint over me like that!'",do not go splashing paint over me like that!,44,0.4199,0.0,-0.7130800485610962
918,"`I couldn't help it,' said Five, in a sulky tone; `Seven jogged
my elbow.'","'i could not help it,' said five, in a sulky tone; 'seven jogged my elbow.'",74,-0.4692,0.0,-0.9874823689460754
919,"On which Seven looked up and said, `That's right, Five!","on which seven looked up and said, 'that is right, five!",55,0.0,0.3571428571428571,0.9997626543045044
920,"Always
lay the blame on others!'",always lay the blame on others!,32,-0.4003,0.0,-0.9612184762954712
921,`YOU'D better not talk!','you would better not talk!',24,0.4926,0.625,-0.9988572001457214
922,said Five.,said five.,10,0.0,0.0,0.9934667348861694
923,"`I heard the Queen say only
yesterday you deserved to be beheaded!'",'i heard the queen say only yesterday you deserved to be beheaded!',67,0.0,0.0,-0.9918513894081116
924,`What for?','what for?',11,0.0,0.0,-0.9896038174629211
925,said the one who had spoken first.,said the one who had spoken first.,34,0.0,0.25,0.9900126457214355
926,"`That's none of YOUR business, Two!'","'that is none of your business, two!'",36,0.0,0.0,-0.9991472959518433
927,said Seven.,said seven.,11,0.0,0.0,0.9899829030036926
928,"`Yes, it IS his business!'","'yes, it is his business!'",26,0.4574,0.0,0.9984277486801147
929,"said Five, `and I'll tell him--it
was for bringing the cook tulip-roots instead of onions.'","said five, 'and i will tell him--it was for bringing the cook tulip-roots instead of onions.'",91,0.0,0.0,0.7841488718986511
930,"Seven flung down his brush, and had just begun `Well, of all
the unjust things--' when his eye chanced to fall upon Alice, as
she stood watching them, and he checked himself suddenly:  the
others looked round also, and all of them bowed low.","seven flung down his brush, and had just begun 'well, of all the unjust things--' when his eye chanced to fall upon alice, as she stood watching them, and he checked himself suddenly: the others looked round also, and all of them bowed low.",241,-0.5106,-0.0888888888888889,-0.8064864277839661
931,"`Would you tell me,' said Alice, a little timidly, `why you are
painting those roses?'","'would you tell me,' said alice, a little timidly, 'why you are painting those roses?'",86,-0.1045,-0.1875,-0.9795956611633301
932,"Five and Seven said nothing, but looked at Two.","five and seven said nothing, but looked at two.",47,0.0,0.0,-0.8782287836074829
933,"Two began in a
low voice, `Why the fact is, you see, Miss, this here ought to
have been a RED rose-tree, and we put a white one in by mistake;
and if the Queen was to find it out, we should all have our heads
cut off, you know.","two began in a low voice, 'why the fact is, you see, miss, this here ought to have been a red rose-tree, and we put a white one in by mistake; and if the queen was to find it out, we should all have our heads cut off, you know.",227,-0.7351,0.0,-0.9996796250343323
934,"So you see, Miss, we're doing our best, afore
she comes, to--'  At this moment Five, who had been anxiously
looking across the garden, called out `The Queen!","so you see, miss, we are doing our best, afore she comes, to--' at this moment five, who had been anxiously looking across the garden, called out 'the queen!",157,0.4075,0.34375,0.9995463490486145
935,The Queen!',the queen!,11,0.0,0.0,0.9993407726287842
936,"and the three gardeners instantly threw themselves flat upon
their faces.",and the three gardeners instantly threw themselves flat upon their faces.,73,0.0,-0.0125,-0.9993370175361633
937,"There was a sound of many footsteps, and Alice
looked round, eager to see the Queen.","there was a sound of many footsteps, and alice looked round, eager to see the queen.",84,0.3612,0.2333333333333333,0.9981538653373718
938,"First came ten soldiers carrying clubs; these were all shaped
like the three gardeners, oblong and flat, with their hands and
feet at the corners:  next the ten courtiers; these were
ornamented all over with diamonds, and walked two and two, as the
soldiers did.","first came ten soldiers carrying clubs; these were all shaped like the three gardeners, oblong and flat, with their hands and feet at the corners: next the ten courtiers; these were ornamented all over with diamonds, and walked two and two, as the soldiers did.",262,0.3612,0.045,-0.9828447103500366
939,"After these came the royal children; there were
ten of them, and the little dears came jumping merrily along hand
in hand, in couples:  they were all ornamented with hearts.","after these came the royal children; there were ten of them, and the little dears came jumping merrily along hand in hand, in couples: they were all ornamented with hearts.",173,0.9494,-0.09375,0.9998210668563843
940,"Next
came the guests, mostly Kings and Queens, and among them Alice
recognised the White Rabbit:  it was talking in a hurried nervous
manner, smiling at everything that was said, and went by without
noticing her.","next came the guests, mostly kings and queens, and among them alice recognised the white rabbit: it was talking in a hurried nervous manner, smiling at everything that was said, and went by without noticing her.",212,0.2263,0.16666666666666666,-0.9659924507141113
941,"Then followed the Knave of Hearts, carrying the
King's crown on a crimson velvet cushion; and, last of all this
grand procession, came THE KING AND QUEEN OF HEARTS.","then followed the knave of hearts, carrying the king's crown on a crimson velvet cushion; and, last of all this grand procession, came the king and queen of hearts.",164,0.9201,0.25,0.9987862706184387
942,"Alice was rather doubtful whether she ought not to lie down on
her face like the three gardeners, but she could not remember
ever having heard of such a rule at processions; `and besides,
what would be the use of a procession,' thought she, `if people
had all to lie down upon their faces, so that they couldn't see it?'","alice was rather doubtful whether she ought not to lie down on her face like the three gardeners, but she could not remember ever having heard of such a rule at processions; 'and besides, what would be the use of a procession,' thought she, 'if people had all to lie down upon their faces, so that they could not see it?'",320,0.0129,-0.2777777777777778,-0.9928560853004456
943,"So she stood still where she was, and waited.","so she stood still where she was, and waited.",45,0.0,0.0,-0.7018023133277893
944,"When the procession came opposite to Alice, they all stopped
and looked at her, and the Queen said severely `Who is this?'","when the procession came opposite to alice, they all stopped and looked at her, and the queen said severely 'who is this?'",122,-0.5994,0.0,-0.9891185760498047
945,"She said it to the Knave of Hearts, who only bowed and smiled in reply.","she said it to the knave of hearts, who only bowed and smiled in reply.",71,0.8316,0.3,0.791264533996582
946,`Idiot!','idiot!',8,-0.5562,-1.0,-0.9997191429138184
947,"said the Queen, tossing her head impatiently; and,
turning to Alice, she went on, `What's your name, child?'","said the queen, tossing her head impatiently; and, turning to alice, she went on, 'what is your name, child?'",108,-0.4019,-0.2,-0.988211452960968
948,"`My name is Alice, so please your Majesty,' said Alice very
politely; but she added, to herself, `Why, they're only a pack of
cards, after all.","my name is alice, so please your majesty,' said alice very politely; but she added, to herself, 'why, they are only a pack of cards, after all.",143,0.249,0.1,-0.976202130317688
949,I needn't be afraid of them!',i need not be afraid of them!,29,0.0,-0.75,0.9996902346611023
950,`And who are THESE?','and who are these?',20,0.0,0.0,-0.995983362197876
951,"said the Queen, pointing to the three
gardeners who were lying round the rosetree; for, you see, as
they were lying on their faces, and the pattern on their backs
was the same as the rest of the pack, she could not tell whether
they were gardeners, or soldiers, or courtiers, or three of her
own children.","said the queen, pointing to the three gardeners who were lying round the rosetree; for, you see, as they were lying on their faces, and the pattern on their backs was the same as the rest of the pack, she could not tell whether they were gardeners, or soldiers, or courtiers, or three of her own children.",305,-0.7906,0.13333333333333333,-0.9974150657653809
952,`How should I know?','how should i know?',20,0.0,0.0,-0.9984157681465149
953,"said Alice, surprised at her own courage.","said alice, surprised at her own courage.",41,0.6249,0.35,0.9997938275337219
954,`It's no business of MINE.','it is no business of mine.',27,-0.296,0.0,-0.989747941493988
955,"The Queen turned crimson with fury, and, after glaring at her
for a moment like a wild beast, screamed `Off with her head!","the queen turned crimson with fury, and, after glaring at her for a moment like a wild beast, screamed 'off with her head!",122,-0.5848,0.125,-0.9841082096099854
956,"Off--'

  `Nonsense!'",off--' 'nonsense!,21,-0.4574,0.0,-0.999791145324707
957,"said Alice, very loudly and decidedly, and the
Queen was silent.","said alice, very loudly and decidedly, and the queen was silent.",64,0.0,0.065,-0.8420695066452026
958,"The King laid his hand upon her arm, and timidly said
`Consider, my dear:  she is only a child!'","the king laid his hand upon her arm, and timidly said 'consider, my dear: she is only a child!'",96,0.6588,0.0,0.8592146635055542
